model_type,subtype,gene_id,chr,type,MiXcan_snp_num,filtered_snp_num,used_indel,used_palindromic,Z_1_join,p_1_join,Z_2_join,p_2_join,p_join
fibroblast,Luminal_B_HER2Neg,ENSG00000198914.3,2,NonSpecific,25,25,1,1,1.12182442527639,0.261937098812679,1.12182442527639,0.261937098812679,0.261937098812679
fibroblast,HER2_Enriched,ENSG00000198914.3,2,NonSpecific,25,25,1,1,-1.52776687285672,0.12657042992954,-1.52776687285672,0.12657042992954,0.12657042992954
fibroblast,Triple_Neg,ENSG00000198914.3,2,NonSpecific,25,25,1,1,-1.08287546359337,0.278863704063216,-1.08287546359337,0.278863704063216,0.278863704063216
fibroblast,Luminal_A,ENSG00000224397.5,20,NonSpecific,41,39,2,2,-0.593407447153148,0.552908506172851,-0.593407447153148,0.552908506172851,0.552908506172851
fibroblast,Luminal_B,ENSG00000224397.5,20,NonSpecific,41,39,2,2,-0.475156958585196,0.634675102906081,-0.475156958585196,0.634675102906081,0.634675102906081
fibroblast,Luminal_B_HER2Neg,ENSG00000224397.5,20,NonSpecific,41,39,2,2,-0.57491400083416,0.565349460521007,-0.57491400083416,0.565349460521007,0.565349460521007
fibroblast,HER2_Enriched,ENSG00000224397.5,20,NonSpecific,41,39,2,2,-1.49408021255385,0.135154655191062,-1.49408021255385,0.135154655191062,0.135154655191062
fibroblast,Triple_Neg,ENSG00000224397.5,20,NonSpecific,41,39,2,2,-1.79754059987212,0.0722498387369642,-1.79754059987212,0.0722498387369642,0.0722498387369642
fibroblast,Luminal_A,ENSG00000226445.1,6,NonSpecific,30,29,1,3,5.41023832226794,6.2940930979973e-08,5.41023832226794,6.2940930979973e-08,6.29409309872588e-08
fibroblast,Luminal_B,ENSG00000226445.1,6,NonSpecific,30,29,1,3,-3.18188248074125,0.00146321177610323,-3.18188248074125,0.00146321177610323,0.00146321177610324
fibroblast,Luminal_B_HER2Neg,ENSG00000226445.1,6,NonSpecific,30,29,1,3,1.7708440641927,0.0765866361333578,1.7708440641927,0.0765866361333578,0.0765866361333579
fibroblast,HER2_Enriched,ENSG00000226445.1,6,NonSpecific,30,29,1,3,0.327543534176612,0.743256821666322,0.327543534176612,0.743256821666322,0.743256821666322
fibroblast,Triple_Neg,ENSG00000226445.1,6,NonSpecific,30,29,1,3,2.30387136498425,0.0212298655580093,2.30387136498425,0.0212298655580093,0.0212298655580094
fibroblast,Luminal_A,ENSG00000232871.8,19,NonSpecific,44,44,0,7,2.31493596913312,0.0206164365262354,2.31493596913312,0.0206164365262354,0.0206164365262354
fibroblast,Luminal_B,ENSG00000232871.8,19,NonSpecific,44,44,0,7,5.28427157621493,1.26205912199053e-07,5.28427157621493,1.26205912199053e-07,1.26205912273995e-07
fibroblast,Luminal_B_HER2Neg,ENSG00000232871.8,19,NonSpecific,44,44,0,7,1.84179084692378,0.0655057494368309,1.84179084692378,0.0655057494368309,0.065505749436831
fibroblast,HER2_Enriched,ENSG00000232871.8,19,NonSpecific,44,44,0,7,-0.130396009371038,0.89625312369635,-0.130396009371038,0.89625312369635,0.89625312369635
fibroblast,Triple_Neg,ENSG00000232871.8,19,NonSpecific,44,44,0,7,1.13620808341668,0.255869488286147,1.13620808341668,0.255869488286147,0.255869488286147
fibroblast,Luminal_A,ENSG00000236036.1,13,NonSpecific,6,5,0,1,-1.15262893211763,0.249062722705104,-1.15262893211763,0.249062722705104,0.249062722705104
fibroblast,Luminal_B,ENSG00000236036.1,13,NonSpecific,6,5,0,1,-0.944448926467878,0.344940289420133,-0.944448926467878,0.344940289420133,0.344940289420133
fibroblast,Luminal_B_HER2Neg,ENSG00000236036.1,13,NonSpecific,6,5,0,1,1.64831709926732,0.0992876176697498,1.64831709926732,0.0992876176697498,0.0992876176697498
fibroblast,HER2_Enriched,ENSG00000236036.1,13,NonSpecific,6,5,0,1,-0.348938390431307,0.727135563018604,-0.348938390431307,0.727135563018604,0.727135563018604
fibroblast,Triple_Neg,ENSG00000236036.1,13,NonSpecific,6,5,0,1,-0.538398030029583,0.590302286114433,-0.538398030029583,0.590302286114433,0.590302286114433
epithelial,Luminal_A,ENSG00000142233.11,19,CellTypeSpecific,49,48,0,7,0.539991703533767,0.589202753986024,-1.17592488281543,0.239624894567239,0.381690216230015
epithelial,Luminal_B,ENSG00000142233.11,19,CellTypeSpecific,49,48,0,7,2.12806332833343,0.0333318332963987,0.0919277917314711,0.926755410339367,0.115940429944187
epithelial,Luminal_B_HER2Neg,ENSG00000142233.11,19,CellTypeSpecific,49,48,0,7,-0.288837281302907,0.772705901071926,-0.524529240561494,0.599910487573772,0.702632888499438
epithelial,HER2_Enriched,ENSG00000142233.11,19,CellTypeSpecific,49,48,0,7,1.55590321280742,0.119731109311208,-1.42997951271751,0.152722899196142,0.13434962625891
epithelial,Triple_Neg,ENSG00000142233.11,19,CellTypeSpecific,49,48,0,7,-0.810895079427394,0.417425926277981,0.947773022946851,0.343245016890463,0.378614034944814
epithelial,Luminal_A,ENSG00000149054.15,11,CellTypeSpecific,55,52,3,2,0.893782605977645,0.371438217471767,1.12795543357638,0.259338741067779,0.308787535744403
epithelial,Luminal_B,ENSG00000149054.15,11,CellTypeSpecific,55,52,3,2,-0.984417783558603,0.324910137697203,-0.489983983277158,0.624145232708609,0.467940734944911
epithelial,Luminal_B_HER2Neg,ENSG00000149054.15,11,CellTypeSpecific,55,52,3,2,1.10514601256781,0.26909632565231,0.274554078050811,0.783658851250234,0.555270225128269
epithelial,HER2_Enriched,ENSG00000149054.15,11,CellTypeSpecific,55,52,3,2,0.597964214990668,0.549863810815974,0.550720141767614,0.581825535037229,0.566013331351526
epithelial,Triple_Neg,ENSG00000149054.15,11,CellTypeSpecific,55,52,3,2,0.126689732083599,0.899185972961445,-0.642639928474319,0.52045776818272,0.818340311832992
epithelial,Luminal_A,ENSG00000183779.6,8,CellTypeSpecific,38,38,0,5,4.57681377632473,4.72111371679533e-06,5.8865783504209,3.94272888314931e-09,7.87887793947883e-09
epithelial,Luminal_B,ENSG00000183779.6,8,CellTypeSpecific,38,38,0,5,2.29450546072621,0.0217614817588862,2.94318308570823,0.00324856236938285,0.00565393195873471
epithelial,Luminal_B_HER2Neg,ENSG00000183779.6,8,CellTypeSpecific,38,38,0,5,1.79682419830418,0.072363533491571,2.56134070107541,0.0104269046698895,0.0182528744020353
epithelial,HER2_Enriched,ENSG00000183779.6,8,CellTypeSpecific,38,38,0,5,0.311255195268492,0.755606625645807,0.135386604114342,0.8923062149845,0.848433081868236
epithelial,Triple_Neg,ENSG00000183779.6,8,CellTypeSpecific,38,38,0,5,1.69670825738796,0.0897518307695375,2.00288398961593,0.0451897419568383,0.0602009143566297
epithelial,Luminal_A,ENSG00000224397.5,20,CellTypeSpecific,56,55,2,7,0.223947460386715,0.822798185401004,-0.583917982350973,0.559275494162222,0.732839639231949
epithelial,Luminal_B,ENSG00000224397.5,20,CellTypeSpecific,56,55,2,7,0.80688155692658,0.419734725436435,-0.996383286904674,0.31906395035767,0.365878615957446
epithelial,Luminal_B_HER2Neg,ENSG00000224397.5,20,CellTypeSpecific,56,55,2,7,-0.679998307579098,0.496505532524667,0.362861467550642,0.716708372143716,0.620984784418323
epithelial,HER2_Enriched,ENSG00000224397.5,20,CellTypeSpecific,56,55,2,7,0.84865904498681,0.396071041518724,-1.92235331987874,0.0545613150428861,0.100611654096345
epithelial,Triple_Neg,ENSG00000224397.5,20,CellTypeSpecific,56,55,2,7,-1.35817691925711,0.174407552498471,0.0239920688801485,0.980858935004385,0.957726612476701
epithelial,Luminal_A,ENSG00000048707.13,1,NonSpecific,42,37,0,5,1.76958487692611,0.0767963199828501,1.76958487692611,0.0767963199828501,0.0767963199828501
epithelial,Luminal_B,ENSG00000048707.13,1,NonSpecific,42,37,0,5,-0.558544888855341,0.576472360896351,-0.558544888855341,0.576472360896351,0.576472360896351
epithelial,Luminal_B_HER2Neg,ENSG00000048707.13,1,NonSpecific,42,37,0,5,0.339486052972966,0.734243602038753,0.339486052972966,0.734243602038753,0.734243602038753
epithelial,HER2_Enriched,ENSG00000048707.13,1,NonSpecific,42,37,0,5,-0.188285228103576,0.85065306452774,-0.188285228103576,0.85065306452774,0.85065306452774
epithelial,Triple_Neg,ENSG00000048707.13,1,NonSpecific,42,37,0,5,2.84445099919274,0.0044488028047626,2.84445099919274,0.0044488028047626,0.00444880280476261
epithelial,Luminal_A,ENSG00000084676.15,2,NonSpecific,37,37,2,6,-3.11939840771559,0.00181220741992368,-3.11939840771559,0.00181220741992368,0.00181220741992368
epithelial,Luminal_B,ENSG00000084676.15,2,NonSpecific,37,37,2,6,-3.889359516567,0.000100509130129126,-3.889359516567,0.000100509130129126,0.000100509130129145
epithelial,Luminal_B_HER2Neg,ENSG00000084676.15,2,NonSpecific,37,37,2,6,-1.11143806124729,0.266379836954781,-1.11143806124729,0.266379836954781,0.266379836954781
epithelial,HER2_Enriched,ENSG00000084676.15,2,NonSpecific,37,37,2,6,-2.55041276001243,0.0107595448726115,-2.55041276001243,0.0107595448726115,0.0107595448726115
epithelial,Triple_Neg,ENSG00000084676.15,2,NonSpecific,37,37,2,6,-0.835653907984848,0.403349632275929,-0.835653907984848,0.403349632275929,0.403349632275929
epithelial,Luminal_A,ENSG00000092607.13,1,NonSpecific,34,34,3,4,-2.45543726886431,0.0140713309551574,-2.45543726886431,0.0140713309551574,0.0140713309551574
epithelial,Luminal_B,ENSG00000092607.13,1,NonSpecific,34,34,3,4,-1.47025773142057,0.141491964226672,-1.47025773142057,0.141491964226672,0.141491964226672
epithelial,Luminal_B_HER2Neg,ENSG00000092607.13,1,NonSpecific,34,34,3,4,-1.12026906064143,0.262599122318339,-1.12026906064143,0.262599122318339,0.262599122318339
epithelial,HER2_Enriched,ENSG00000092607.13,1,NonSpecific,34,34,3,4,-2.51244857861886,0.0119896576829738,-2.51244857861886,0.0119896576829738,0.0119896576829739
epithelial,Triple_Neg,ENSG00000092607.13,1,NonSpecific,34,34,3,4,0.614336757460682,0.538992817612023,0.614336757460682,0.538992817612023,0.538992817612023
epithelial,Luminal_A,ENSG00000103199.13,16,NonSpecific,58,55,3,8,-1.46997069367775,0.141569691365043,-1.46997069367775,0.141569691365043,0.141569691365043
epithelial,Luminal_B,ENSG00000103199.13,16,NonSpecific,58,55,3,8,0.880102694456451,0.378803679610518,0.880102694456451,0.378803679610518,0.378803679610518
epithelial,Luminal_B_HER2Neg,ENSG00000103199.13,16,NonSpecific,58,55,3,8,-1.58869296044943,0.112129729014339,-1.58869296044943,0.112129729014339,0.11212972901434
epithelial,HER2_Enriched,ENSG00000103199.13,16,NonSpecific,58,55,3,8,-0.711875599537008,0.476541813098781,-0.711875599537008,0.476541813098781,0.476541813098781
epithelial,Triple_Neg,ENSG00000103199.13,16,NonSpecific,58,55,3,8,1.13901283947583,0.254697799012024,1.13901283947583,0.254697799012024,0.254697799012023
epithelial,Luminal_A,ENSG00000110092.3,11,NonSpecific,28,27,1,2,-2.47249748012283,0.0134172659539025,-2.47249748012283,0.0134172659539025,0.0134172659539025
epithelial,Luminal_B,ENSG00000110092.3,11,NonSpecific,28,27,1,2,2.72623026312578,0.00640622898067245,2.72623026312578,0.00640622898067245,0.00640622898067244
epithelial,Luminal_B_HER2Neg,ENSG00000110092.3,11,NonSpecific,28,27,1,2,-0.94112735441616,0.346639598997812,-0.94112735441616,0.346639598997812,0.346639598997812
epithelial,HER2_Enriched,ENSG00000110092.3,11,NonSpecific,28,27,1,2,-1.63104550152931,0.102880718800823,-1.63104550152931,0.102880718800823,0.102880718800823
epithelial,Triple_Neg,ENSG00000110092.3,11,NonSpecific,28,27,1,2,0.550682331885376,0.581851458364353,0.550682331885376,0.581851458364353,0.581851458364353
epithelial,Luminal_A,ENSG00000165269.12,9,NonSpecific,33,30,2,6,0.436169966384136,0.662713416764419,0.436169966384136,0.662713416764419,0.662713416764419
epithelial,Luminal_B,ENSG00000165269.12,9,NonSpecific,33,30,2,6,-1.1766818928341,0.239322497690965,-1.1766818928341,0.239322497690965,0.239322497690966
epithelial,Luminal_B_HER2Neg,ENSG00000165269.12,9,NonSpecific,33,30,2,6,1.18097989605516,0.237610709831691,1.18097989605516,0.237610709831691,0.237610709831691
epithelial,HER2_Enriched,ENSG00000165269.12,9,NonSpecific,33,30,2,6,-0.421782730170679,0.673183612248331,-0.421782730170679,0.673183612248331,0.673183612248331
epithelial,Triple_Neg,ENSG00000165269.12,9,NonSpecific,33,30,2,6,1.13317783668557,0.257139579533484,1.13317783668557,0.257139579533484,0.257139579533484
epithelial,Luminal_A,ENSG00000166333.13,11,NonSpecific,30,28,0,2,0.072287163636939,0.942373379904967,0.072287163636939,0.942373379904967,0.942373379904967
epithelial,Luminal_B,ENSG00000166333.13,11,NonSpecific,30,28,0,2,0.0740278998246025,0.940988185312628,0.0740278998246025,0.940988185312628,0.940988185312628
epithelial,Luminal_B_HER2Neg,ENSG00000166333.13,11,NonSpecific,30,28,0,2,0.42541148096917,0.670536738040369,0.42541148096917,0.670536738040369,0.670536738040369
epithelial,HER2_Enriched,ENSG00000166333.13,11,NonSpecific,30,28,0,2,-0.262730953859233,0.792757956947367,-0.262730953859233,0.792757956947367,0.792757956947367
epithelial,Triple_Neg,ENSG00000166333.13,11,NonSpecific,30,28,0,2,0.367403238161434,0.713318256536261,0.367403238161434,0.713318256536261,0.713318256536261
epithelial,Luminal_A,ENSG00000198914.3,2,NonSpecific,25,25,1,1,-1.33812581132142,0.180855428024866,-1.33812581132142,0.180855428024866,0.180855428024866
epithelial,Luminal_B,ENSG00000198914.3,2,NonSpecific,25,25,1,1,-1.79874559722281,0.072058932552155,-1.79874559722281,0.072058932552155,0.072058932552155
epithelial,Luminal_B_HER2Neg,ENSG00000198914.3,2,NonSpecific,25,25,1,1,1.1055953116409,0.268901719992829,1.1055953116409,0.268901719992829,0.268901719992829
epithelial,HER2_Enriched,ENSG00000198914.3,2,NonSpecific,25,25,1,1,-1.53332372406389,0.125196112026409,-1.53332372406389,0.125196112026409,0.125196112026409
epithelial,Triple_Neg,ENSG00000198914.3,2,NonSpecific,25,25,1,1,-1.09289420268884,0.274440253956931,-1.09289420268884,0.274440253956931,0.274440253956931
epithelial,Luminal_A,ENSG00000226445.1,6,NonSpecific,28,27,1,3,5.36504246943418,8.09301747961946e-08,5.36504246943418,8.09301747961946e-08,8.09301747702388e-08
epithelial,Luminal_B,ENSG00000226445.1,6,NonSpecific,28,27,1,3,-3.19514615367196,0.00139760045346614,-3.19514615367196,0.00139760045346614,0.0013976004534662
epithelial,Luminal_B_HER2Neg,ENSG00000226445.1,6,NonSpecific,28,27,1,3,1.7671918594418,0.0771961025586694,1.7671918594418,0.0771961025586694,0.0771961025586694
epithelial,HER2_Enriched,ENSG00000226445.1,6,NonSpecific,28,27,1,3,0.302925951063831,0.761946293889255,0.302925951063831,0.761946293889255,0.761946293889255
epithelial,Triple_Neg,ENSG00000226445.1,6,NonSpecific,28,27,1,3,2.27857664843025,0.0226922433746902,2.27857664843025,0.0226922433746902,0.0226922433746902
epithelial,Luminal_A,ENSG00000232871.8,19,NonSpecific,42,42,0,7,2.42198588394898,0.0154359501367232,2.42198588394898,0.0154359501367232,0.0154359501367232
epithelial,Luminal_B,ENSG00000232871.8,19,NonSpecific,42,42,0,7,5.36887346633345,7.92299808169593e-08,5.36887346633345,7.92299808169593e-08,7.92299808523073e-08
epithelial,Luminal_B_HER2Neg,ENSG00000232871.8,19,NonSpecific,42,42,0,7,1.89154657875611,0.0585514193566778,1.89154657875611,0.0585514193566778,0.0585514193566778
epithelial,HER2_Enriched,ENSG00000232871.8,19,NonSpecific,42,42,0,7,-0.121097924151968,0.903613473363734,-0.121097924151968,0.903613473363734,0.903613473363734
epithelial,Triple_Neg,ENSG00000232871.8,19,NonSpecific,42,42,0,7,1.14407687255269,0.252591758060507,1.14407687255269,0.252591758060507,0.252591758060507
epithelial,Luminal_A,ENSG00000236036.1,13,NonSpecific,7,6,0,2,-1.16868277452618,0.242531464579784,-1.16868277452618,0.242531464579784,0.242531464579784
epithelial,Luminal_B,ENSG00000236036.1,13,NonSpecific,7,6,0,2,-0.967800163945105,0.333144181925038,-0.967800163945105,0.333144181925038,0.333144181925038
epithelial,Luminal_B_HER2Neg,ENSG00000236036.1,13,NonSpecific,7,6,0,2,1.67369742447252,0.0941900802269476,1.67369742447252,0.0941900802269476,0.0941900802269476
epithelial,HER2_Enriched,ENSG00000236036.1,13,NonSpecific,7,6,0,2,-0.374083664658845,0.708342071589574,-0.374083664658845,0.708342071589574,0.708342071589574
epithelial,Triple_Neg,ENSG00000236036.1,13,NonSpecific,7,6,0,2,-0.544004899717075,0.586438101148699,-0.544004899717075,0.586438101148699,0.586438101148699
epithelial,Luminal_A,ENSG00000257800.1,2,NonSpecific,22,21,0,6,-0.808311850928748,0.418911082013037,-0.808311850928748,0.418911082013037,0.418911082013037
epithelial,Luminal_B,ENSG00000257800.1,2,NonSpecific,22,21,0,6,-1.21626649182582,0.223883421666671,-1.21626649182582,0.223883421666671,0.223883421666671
epithelial,Luminal_B_HER2Neg,ENSG00000257800.1,2,NonSpecific,22,21,0,6,0.134459260081096,0.893039424237193,0.134459260081096,0.893039424237193,0.893039424237193
epithelial,HER2_Enriched,ENSG00000257800.1,2,NonSpecific,22,21,0,6,-1.37125022412117,0.170296966582221,-1.37125022412117,0.170296966582221,0.170296966582221
epithelial,Triple_Neg,ENSG00000257800.1,2,NonSpecific,22,21,0,6,0.642826846510308,0.520336461033402,0.642826846510308,0.520336461033402,0.520336461033402
epithelial,Luminal_A,ENSG00000277147.4,1,NonSpecific,17,6,1,2,1.50979971852551,0.131094536908908,1.50979971852551,0.131094536908908,0.131094536908908
epithelial,Luminal_B,ENSG00000277147.4,1,NonSpecific,17,6,1,2,-0.207504530998238,0.835615854456886,-0.207504530998238,0.835615854456886,0.835615854456886
epithelial,Luminal_B_HER2Neg,ENSG00000277147.4,1,NonSpecific,17,6,1,2,2.43522396672749,0.0148825748082291,2.43522396672749,0.0148825748082291,0.0148825748082291
epithelial,HER2_Enriched,ENSG00000277147.4,1,NonSpecific,17,6,1,2,0.51320211628401,0.607809945754904,0.51320211628401,0.607809945754904,0.607809945754904
epithelial,Triple_Neg,ENSG00000277147.4,1,NonSpecific,17,6,1,2,2.88032631849284,0.00397263764045529,2.88032631849284,0.00397263764045529,0.00397263764045531
predixcanlike,Luminal_A,ENSG00000048707.13,1,NonSpecific,4,4,0,0,1.33489266800353,0.18191147782502,1.33489266800353,0.18191147782502,0.18191147782502
predixcanlike,Luminal_B,ENSG00000048707.13,1,NonSpecific,4,4,0,0,-0.747511739264005,0.454754719328645,-0.747511739264005,0.454754719328645,0.454754719328645
predixcanlike,Luminal_B_HER2Neg,ENSG00000048707.13,1,NonSpecific,4,4,0,0,0.26546162290738,0.79065387007048,0.26546162290738,0.79065387007048,0.79065387007048
predixcanlike,HER2_Enriched,ENSG00000048707.13,1,NonSpecific,4,4,0,0,-0.25243700551947,0.800703299817575,-0.25243700551947,0.800703299817575,0.800703299817575
predixcanlike,Triple_Neg,ENSG00000048707.13,1,NonSpecific,4,4,0,0,2.65295901188124,0.00797895592272765,2.65295901188124,0.00797895592272765,0.00797895592272762
predixcanlike,Luminal_A,ENSG00000084676.15,2,NonSpecific,8,8,0,1,-2.05493640975886,0.0398851471487598,-2.05493640975886,0.0398851471487598,0.0398851471487597
predixcanlike,Luminal_B,ENSG00000084676.15,2,NonSpecific,8,8,0,1,-3.33281365563518,0.00085972503150567,-3.33281365563518,0.00085972503150567,0.000859725031505654
predixcanlike,Luminal_B_HER2Neg,ENSG00000084676.15,2,NonSpecific,8,8,0,1,-0.565254700795071,0.571900535306517,-0.565254700795071,0.571900535306517,0.571900535306517
predixcanlike,HER2_Enriched,ENSG00000084676.15,2,NonSpecific,8,8,0,1,-1.82933603892134,0.0673492829501667,-1.82933603892134,0.0673492829501667,0.0673492829501667
predixcanlike,Triple_Neg,ENSG00000084676.15,2,NonSpecific,8,8,0,1,0.0230943541829421,0.981575009195944,0.0230943541829421,0.981575009195944,0.981575009195944
predixcanlike,Luminal_A,ENSG00000092607.13,1,NonSpecific,6,6,2,1,-2.09276342164837,0.0363702785839253,-2.09276342164837,0.0363702785839253,0.0363702785839253
predixcanlike,Luminal_B,ENSG00000092607.13,1,NonSpecific,6,6,2,1,-1.46830617410928,0.142021074600827,-1.46830617410928,0.142021074600827,0.142021074600827
predixcanlike,Luminal_B_HER2Neg,ENSG00000092607.13,1,NonSpecific,6,6,2,1,-1.10317391251544,0.269951647939338,-1.10317391251544,0.269951647939338,0.269951647939338
predixcanlike,HER2_Enriched,ENSG00000092607.13,1,NonSpecific,6,6,2,1,-2.48724469743676,0.0128736817135107,-2.48724469743676,0.0128736817135107,0.0128736817135107
predixcanlike,Triple_Neg,ENSG00000092607.13,1,NonSpecific,6,6,2,1,0.998280652420966,0.318143286724592,0.998280652420966,0.318143286724592,0.318143286724593
predixcanlike,Luminal_A,ENSG00000103199.13,16,NonSpecific,9,9,1,0,-0.891013259718813,0.372922056743932,-0.891013259718813,0.372922056743932,0.372922056743932
predixcanlike,Luminal_B,ENSG00000103199.13,16,NonSpecific,9,9,1,0,0.84825847993699,0.396294035255426,0.84825847993699,0.396294035255426,0.396294035255426
predixcanlike,Luminal_B_HER2Neg,ENSG00000103199.13,16,NonSpecific,9,9,1,0,-0.306921789481771,0.758902903405602,-0.306921789481771,0.758902903405602,0.758902903405602
predixcanlike,HER2_Enriched,ENSG00000103199.13,16,NonSpecific,9,9,1,0,-0.28154156262851,0.778295054322081,-0.28154156262851,0.778295054322081,0.778295054322081
predixcanlike,Triple_Neg,ENSG00000103199.13,16,NonSpecific,9,9,1,0,1.05937798543143,0.289427671469653,1.05937798543143,0.289427671469653,0.289427671469653
predixcanlike,Luminal_A,ENSG00000110092.3,11,NonSpecific,11,11,0,2,-2.25282651016038,0.0242700899830846,-2.25282651016038,0.0242700899830846,0.0242700899830846
predixcanlike,Luminal_B,ENSG00000110092.3,11,NonSpecific,11,11,0,2,2.38374503740084,0.0171374710319593,2.38374503740084,0.0171374710319593,0.0171374710319593
predixcanlike,Luminal_B_HER2Neg,ENSG00000110092.3,11,NonSpecific,11,11,0,2,-0.692042705613627,0.488910510482353,-0.692042705613627,0.488910510482353,0.488910510482353
predixcanlike,HER2_Enriched,ENSG00000110092.3,11,NonSpecific,11,11,0,2,-1.42583429598931,0.15391617869889,-1.42583429598931,0.15391617869889,0.15391617869889
predixcanlike,Triple_Neg,ENSG00000110092.3,11,NonSpecific,11,11,0,2,0.448840488175492,0.653546729101001,0.448840488175492,0.653546729101001,0.653546729101001
predixcanlike,Luminal_A,ENSG00000142233.11,19,NonSpecific,12,12,0,2,-0.200396125355013,0.841170789549735,-0.200396125355013,0.841170789549735,0.841170789549735
predixcanlike,Luminal_B,ENSG00000142233.11,19,NonSpecific,12,12,0,2,2.64084299228204,0.00827000349018319,2.64084299228204,0.00827000349018319,0.00827000349018323
predixcanlike,Luminal_B_HER2Neg,ENSG00000142233.11,19,NonSpecific,12,12,0,2,-0.554632651712607,0.579145950652118,-0.554632651712607,0.579145950652118,0.579145950652118
predixcanlike,HER2_Enriched,ENSG00000142233.11,19,NonSpecific,12,12,0,2,-0.193067688181128,0.846905957631658,-0.193067688181128,0.846905957631658,0.846905957631658
predixcanlike,Triple_Neg,ENSG00000142233.11,19,NonSpecific,12,12,0,2,0.180124218283173,0.857055050114822,0.180124218283173,0.857055050114822,0.857055050114822
predixcanlike,Luminal_A,ENSG00000149054.15,11,NonSpecific,16,16,1,1,2.52575492818816,0.0115449986034511,2.52575492818816,0.0115449986034511,0.0115449986034511
predixcanlike,Luminal_B,ENSG00000149054.15,11,NonSpecific,16,16,1,1,-1.6270260970726,0.103731555288244,-1.6270260970726,0.103731555288244,0.103731555288244
predixcanlike,Luminal_B_HER2Neg,ENSG00000149054.15,11,NonSpecific,16,16,1,1,1.82525870151617,0.0679619991659974,1.82525870151617,0.0679619991659974,0.0679619991659973
predixcanlike,HER2_Enriched,ENSG00000149054.15,11,NonSpecific,16,16,1,1,1.07468137354184,0.282517405829905,1.07468137354184,0.282517405829905,0.282517405829905
predixcanlike,Triple_Neg,ENSG00000149054.15,11,NonSpecific,16,16,1,1,-0.579625875404832,0.562166939786176,-0.579625875404832,0.562166939786176,0.562166939786176
predixcanlike,Luminal_A,ENSG00000159164.9,1,NonSpecific,7,3,0,1,0.834323749117294,0.404098572457922,0.834323749117294,0.404098572457922,0.404098572457922
predixcanlike,Luminal_B,ENSG00000159164.9,1,NonSpecific,7,3,0,1,1.46241129036321,0.143628537367252,1.46241129036321,0.143628537367252,0.143628537367252
predixcanlike,Luminal_B_HER2Neg,ENSG00000159164.9,1,NonSpecific,7,3,0,1,-1.47773039314722,0.139479955909948,-1.47773039314722,0.139479955909948,0.139479955909948
predixcanlike,HER2_Enriched,ENSG00000159164.9,1,NonSpecific,7,3,0,1,0.154098848651179,0.877531796080861,0.154098848651179,0.877531796080861,0.877531796080861
predixcanlike,Triple_Neg,ENSG00000159164.9,1,NonSpecific,7,3,0,1,1.15047067783309,0.249950064464587,1.15047067783309,0.249950064464587,0.249950064464587
predixcanlike,Luminal_A,ENSG00000165269.12,9,NonSpecific,6,5,0,2,0.563683742528996,0.572969383506327,0.563683742528996,0.572969383506327,0.572969383506327
predixcanlike,Luminal_B,ENSG00000165269.12,9,NonSpecific,6,5,0,2,-1.33178228767801,0.18293173992582,-1.33178228767801,0.18293173992582,0.18293173992582
predixcanlike,Luminal_B_HER2Neg,ENSG00000165269.12,9,NonSpecific,6,5,0,2,1.12164257152272,0.262014443233065,1.12164257152272,0.262014443233065,0.262014443233065
predixcanlike,HER2_Enriched,ENSG00000165269.12,9,NonSpecific,6,5,0,2,-0.436998426282276,0.662112489335501,-0.436998426282276,0.662112489335501,0.662112489335501
predixcanlike,Triple_Neg,ENSG00000165269.12,9,NonSpecific,6,5,0,2,1.07584753299469,0.281995450012377,1.07584753299469,0.281995450012377,0.281995450012377
predixcanlike,Luminal_A,ENSG00000166333.13,11,NonSpecific,1,1,0,0,-0.103829,0.917305052170664,-0.103829,0.917305052170664,0.917305052170664
predixcanlike,Luminal_B,ENSG00000166333.13,11,NonSpecific,1,1,0,0,0.148337,0.882076816566826,0.148337,0.882076816566826,0.882076816566826
predixcanlike,Luminal_B_HER2Neg,ENSG00000166333.13,11,NonSpecific,1,1,0,0,0.146655,0.883404339246624,0.146655,0.883404339246624,0.883404339246624
predixcanlike,HER2_Enriched,ENSG00000166333.13,11,NonSpecific,1,1,0,0,0.121611,0.903207101415051,0.121611,0.903207101415051,0.903207101415051
predixcanlike,Triple_Neg,ENSG00000166333.13,11,NonSpecific,1,1,0,0,0.103747,0.917370127266258,0.103747,0.917370127266258,0.917370127266258
predixcanlike,Luminal_A,ENSG00000183779.6,8,NonSpecific,4,4,0,0,4.2943371332219,1.75216050520382e-05,4.2943371332219,1.75216050520382e-05,1.75216050520208e-05
predixcanlike,Luminal_B,ENSG00000183779.6,8,NonSpecific,4,4,0,0,2.13955034476503,0.0323911231688158,2.13955034476503,0.0323911231688158,0.0323911231688158
predixcanlike,Luminal_B_HER2Neg,ENSG00000183779.6,8,NonSpecific,4,4,0,0,1.737187315919,0.0823541130528728,1.737187315919,0.0823541130528728,0.0823541130528728
predixcanlike,HER2_Enriched,ENSG00000183779.6,8,NonSpecific,4,4,0,0,-0.34588004853134,0.729432863266269,-0.34588004853134,0.729432863266269,0.729432863266269
predixcanlike,Triple_Neg,ENSG00000183779.6,8,NonSpecific,4,4,0,0,2.84565954264806,0.00443195516641836,2.84565954264806,0.00443195516641836,0.00443195516641841
